name,kind,shape,params,role,weight_quant,act_quant,risk,mean_abs,std,binary_pct_default,reason
layers.1.blocks.0.norm1,LayerNorm,"(192,)",384,norm_pre_attn,NO,NO,none,0.5101414322853088,0.1381845772266388,100.0,"LayerNorm scale/shift, tiny"
layers.1.blocks.0.attn.qkv,Linear,"(576, 192)",111168,attn_qkv,YES-APB,YES-channel,high,0.05612196400761604,0.07281914353370667,99.84356760978699,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.1.blocks.0.attn.proj,Linear,"(192, 192)",37056,attn_proj,YES-APB,YES-postSoftmax,med,0.04393609240651131,0.05705133453011513,99.82638955116272,after attn@V; post-softmax input has heavy tail
layers.1.blocks.0.norm2,LayerNorm,"(192,)",384,norm_pre_mlp,NO,NO,none,1.0717542171478271,0.3134929835796356,100.0,"LayerNorm scale/shift, tiny"
layers.1.blocks.0.mlp.fc1,Linear,"(768, 192)",148224,mlp_fc1,YES-APB,YES-postLN,low,0.04983798786997795,0.06404760479927063,99.90980625152588,standard FFN expansion; post-LN input well-behaved
layers.1.blocks.0.mlp.fc2,Linear,"(192, 768)",147648,mlp_fc2,YES-APB,YES-postGELU,med,0.05039530619978905,0.0649375319480896,99.90234375,post-GELU input is asymmetric; needs care
layers.1.blocks.1.norm1,LayerNorm,"(192,)",384,norm_pre_attn,NO,NO,none,0.8074081540107727,0.12698994576931,98.95833134651184,"LayerNorm scale/shift, tiny"
layers.1.blocks.1.attn.qkv,Linear,"(576, 192)",111168,attn_qkv,YES-APB,YES-channel,high,0.053639013320207596,0.06992695480585098,99.75676536560059,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.1.blocks.1.attn.proj,Linear,"(192, 192)",37056,attn_proj,YES-APB,YES-postSoftmax,med,0.04724624752998352,0.06085918843746185,99.92133378982544,after attn@V; post-softmax input has heavy tail
layers.1.blocks.1.norm2,LayerNorm,"(192,)",384,norm_pre_mlp,NO,NO,none,1.248541235923767,0.2227839082479477,100.0,"LayerNorm scale/shift, tiny"
layers.1.blocks.1.mlp.fc1,Linear,"(768, 192)",148224,mlp_fc1,YES-APB,YES-postLN,low,0.0528167225420475,0.06732578575611115,99.93354082107544,standard FFN expansion; post-LN input well-behaved
layers.1.blocks.1.mlp.fc2,Linear,"(192, 768)",147648,mlp_fc2,YES-APB,YES-postGELU,med,0.058478839695453644,0.07548923045396805,99.90302324295044,post-GELU input is asymmetric; needs care
layers.2.downsample.norm,LayerNorm,"(768,)",1536,downsample_norm,NO,NO,none,0.48112738132476807,0.20912179350852966,97.39583134651184,"LayerNorm, tiny"
layers.2.downsample.reduction,Linear,"(384, 768)",294912,downsample,maybe-W8,YES,med,0.045420385897159576,0.057960256934165955,99.89895224571228,"cross-resolution Linear, sensitive to shift"
layers.2.blocks.0.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.24953995645046234,0.16809754073619843,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.0.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04546881094574928,0.06028396636247635,99.73347783088684,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.0.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.03889547288417816,0.0523441806435585,99.63310956954956,after attn@V; post-softmax input has heavy tail
layers.2.blocks.0.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.5227441191673279,0.21013633906841278,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.0.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.046695198863744736,0.061432670801877975,99.87911581993103,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.0.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.03904123604297638,0.05217743292450905,99.73365068435669,post-GELU input is asymmetric; needs care
layers.2.blocks.1.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.3863358497619629,0.2005203664302826,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.1.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04910455271601677,0.06506296992301941,99.73415732383728,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.1.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.038766443729400635,0.05142762139439583,99.72262978553772,after attn@V; post-softmax input has heavy tail
layers.2.blocks.1.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.5847145915031433,0.21686767041683197,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.1.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.04876646772027016,0.06318265944719315,99.88945722579956,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.1.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04263785108923912,0.0556245781481266,99.79349970817566,post-GELU input is asymmetric; needs care
layers.2.blocks.2.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.4876449406147003,0.14101243019104004,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.2.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.049454186111688614,0.06428265571594238,99.82051253318787,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.2.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.042683396488428116,0.054932236671447754,99.86843466758728,after attn@V; post-softmax input has heavy tail
layers.2.blocks.2.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.6306362748146057,0.10063386708498001,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.2.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.0489257276058197,0.06314793974161148,99.90980625152588,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.2.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04391442611813545,0.057174649089574814,99.81536865234375,post-GELU input is asymmetric; needs care
layers.2.blocks.3.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.46798110008239746,0.1461176723241806,99.47916865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.3.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.05017195641994476,0.06559460610151291,99.78411793708801,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.3.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.03978951275348663,0.05157272145152092,99.83994960784912,after attn@V; post-softmax input has heavy tail
layers.2.blocks.3.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.6484647393226624,0.07240817695856094,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.3.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.049608029425144196,0.06337413191795349,99.9298095703125,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.3.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04481038078665733,0.0584089495241642,99.78959560394287,post-GELU input is asymmetric; needs care
layers.2.blocks.4.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.5735626816749573,0.14501623809337616,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.4.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.049539610743522644,0.06353393942117691,99.89827275276184,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.4.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.04446576535701752,0.05690445750951767,99.92133378982544,after attn@V; post-softmax input has heavy tail
layers.2.blocks.4.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.7012729048728943,0.07245586812496185,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.4.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.049842849373817444,0.06348413974046707,99.93116855621338,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.4.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04563143104314804,0.05942385271191597,99.79095458984375,post-GELU input is asymmetric; needs care
layers.2.blocks.5.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.5713146328926086,0.15334761142730713,98.69791865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.5.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.050426069647073746,0.06530997157096863,99.83746409416199,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.5.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.040545444935560226,0.05246470123529434,99.85554814338684,after attn@V; post-softmax input has heavy tail
layers.2.blocks.5.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.7335345149040222,0.07307427376508713,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.5.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.04939925670623779,0.06311101466417313,99.91234540939331,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.5.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04680664464831352,0.0607701800763607,99.80807900428772,post-GELU input is asymmetric; needs care
layers.2.blocks.6.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.6146098971366882,0.1524471640586853,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.6.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04904043301939964,0.06304357200860977,99.86075162887573,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.6.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.046948421746492386,0.06048955023288727,99.88606572151184,after attn@V; post-softmax input has heavy tail
layers.2.blocks.6.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.7614932656288147,0.0683712437748909,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.6.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.049246445298194885,0.06288353353738785,99.92031455039978,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.6.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.04772240296006203,0.06195486709475517,99.79383945465088,post-GELU input is asymmetric; needs care
layers.2.blocks.7.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.5818313360214233,0.154244527220726,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.7.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.050940364599227905,0.06616034358739853,99.8003900051117,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.7.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.04267258942127228,0.05516480654478073,99.86233115196228,after attn@V; post-softmax input has heavy tail
layers.2.blocks.7.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.7933662533760071,0.0669640526175499,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.7.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.048752620816230774,0.062302861362695694,99.90997314453125,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.7.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.048696331679821014,0.06318684667348862,99.80095624923706,post-GELU input is asymmetric; needs care
layers.2.blocks.8.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.6537366509437561,0.1844543218612671,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.8.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.05002429708838463,0.0642460361123085,99.87250566482544,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.8.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.04719368740916252,0.06067275255918503,99.908447265625,after attn@V; post-softmax input has heavy tail
layers.2.blocks.8.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.8324655890464783,0.07169398665428162,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.8.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.04902806133031845,0.06258412450551987,99.90420937538147,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.8.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.050363145768642426,0.06577049940824509,99.83232021331787,post-GELU input is asymmetric; needs care
layers.2.blocks.9.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.6391761302947998,0.17253714799880981,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.9.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.051905080676078796,0.06647995114326477,99.87544417381287,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.9.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.04494408890604973,0.05739392712712288,99.91183876991272,after attn@V; post-softmax input has heavy tail
layers.2.blocks.9.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.872023344039917,0.07605691254138947,98.69791865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.9.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.04941923916339874,0.0630752369761467,99.90692138671875,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.9.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.0524221770465374,0.0682835653424263,99.84673261642456,post-GELU input is asymmetric; needs care
layers.2.blocks.10.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.7080618739128113,0.1847359538078308,100.0,"LayerNorm scale/shift, tiny"
layers.2.blocks.10.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04918494448065758,0.06272073090076447,99.91070628166199,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.10.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.050156500190496445,0.06382539868354797,99.92404580116272,after attn@V; post-softmax input has heavy tail
layers.2.blocks.10.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.9142816662788391,0.08246495574712753,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.10.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.04981984198093414,0.0635957196354866,99.88453984260559,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.10.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.05489497259259224,0.07112336158752441,99.86606240272522,post-GELU input is asymmetric; needs care
layers.2.blocks.11.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.7182727456092834,0.18107253313064575,99.47916865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.11.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04993198439478874,0.06365936994552612,99.91862177848816,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.11.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.04731221869587898,0.060478027909994125,99.90776777267456,after attn@V; post-softmax input has heavy tail
layers.2.blocks.11.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,0.9732298851013184,0.09796662628650665,98.95833134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.11.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.05007059872150421,0.06355886161327362,99.92625117301941,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.11.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.05746977776288986,0.0739753246307373,99.86945390701294,post-GELU input is asymmetric; needs care
layers.2.blocks.12.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.7871543765068054,0.17338745296001434,99.73958134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.12.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04897558316588402,0.06240299344062805,99.92042779922485,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.12.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.05188857391476631,0.06605179607868195,99.92336630821228,after attn@V; post-softmax input has heavy tail
layers.2.blocks.12.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,1.0748436450958252,0.11964322626590729,98.69791865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.12.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.050602953881025314,0.06376302242279053,99.96626377105713,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.12.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.05942423641681671,0.07581262290477753,99.90437626838684,post-GELU input is asymmetric; needs care
layers.2.blocks.13.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.8010406494140625,0.17081214487552643,99.47916865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.13.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04918275773525238,0.06260114908218384,99.9394178390503,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.13.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.05124042555689812,0.06510105729103088,99.94167685508728,after attn@V; post-softmax input has heavy tail
layers.2.blocks.13.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,1.1804977655410767,0.1350797861814499,98.4375,"LayerNorm scale/shift, tiny"
layers.2.blocks.13.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.05114813521504402,0.06435239315032959,99.97389316558838,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.13.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.06120320037007332,0.07790663838386536,99.91200566291809,post-GELU input is asymmetric; needs care
layers.2.blocks.14.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.8896832466125488,0.15728342533111572,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.14.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.04884607717394829,0.06230444461107254,99.9249517917633,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.14.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.054456498473882675,0.06908322870731354,99.92201328277588,after attn@V; post-softmax input has heavy tail
layers.2.blocks.14.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,3.571286916732788,0.477745920419693,98.17708134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.14.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.05249696597456932,0.06618310511112213,99.96558427810669,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.14.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.0571632981300354,0.07384688407182693,99.8809814453125,post-GELU input is asymmetric; needs care
layers.2.blocks.15.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,0.93300861120224,0.15587131679058075,99.47916865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.15.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.05018632858991623,0.06359627097845078,99.96044039726257,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.15.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.053552985191345215,0.06778480857610703,99.94303584098816,after attn@V; post-softmax input has heavy tail
layers.2.blocks.15.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,4.727519512176514,0.6349324584007263,97.91666865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.15.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.0535578727722168,0.06747912615537643,99.97813105583191,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.15.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.059519290924072266,0.07676160335540771,99.87809658050537,post-GELU input is asymmetric; needs care
layers.2.blocks.16.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,1.039093255996704,0.16357025504112244,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.16.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.049785275012254715,0.06354702264070511,99.91070628166199,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.16.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.05731683969497681,0.07259213924407959,99.94235634803772,after attn@V; post-softmax input has heavy tail
layers.2.blocks.16.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,5.671560764312744,0.6936966776847839,97.91666865348816,"LayerNorm scale/shift, tiny"
layers.2.blocks.16.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.054916150867938995,0.06962938606739044,99.94879961013794,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.16.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.06191042438149452,0.08048660308122635,99.86775517463684,post-GELU input is asymmetric; needs care
layers.2.blocks.17.norm1,LayerNorm,"(384,)",768,norm_pre_attn,NO,NO,none,1.09171462059021,0.1748766005039215,99.21875,"LayerNorm scale/shift, tiny"
layers.2.blocks.17.attn.qkv,Linear,"(1152, 384)",443520,attn_qkv,YES-APB,YES-channel,high,0.051183007657527924,0.06535063683986664,99.92268681526184,"Q,K feed softmax(QK)/sqrt(d), error amplifies; V tolerant"
layers.2.blocks.17.attn.proj,Linear,"(384, 384)",147840,attn_proj,YES-APB,YES-postSoftmax,med,0.05476692318916321,0.0724455863237381,99.85012412071228,after attn@V; post-softmax input has heavy tail
layers.2.blocks.17.norm2,LayerNorm,"(384,)",768,norm_pre_mlp,NO,NO,none,5.951368808746338,0.6752580404281616,97.39583134651184,"LayerNorm scale/shift, tiny"
layers.2.blocks.17.mlp.fc1,Linear,"(1536, 384)",591360,mlp_fc1,YES-APB,YES-postLN,low,0.056550052016973495,0.07170260697603226,99.94354248046875,standard FFN expansion; post-LN input well-behaved
layers.2.blocks.17.mlp.fc2,Linear,"(384, 1536)",590208,mlp_fc2,YES-APB,YES-postGELU,med,0.06295512616634369,0.0826881006360054,99.81740117073059,post-GELU input is asymmetric; needs care
layers.3.downsample.norm,LayerNorm,"(1536,)",3072,downsample_norm,NO,NO,none,1.037880301475525,0.17900580167770386,99.67448115348816,"LayerNorm, tiny"
